DATE,VIX,New_Stock_Price,LCR,Net_income,Cost_income_ratio,ROE,CET1_ratio,CDS_Spread
2018-12-23,30.11,10.51,186.25,301.62,80.3,2.83,12.64,92.59
2018-12-24,36.07,10.42,185.23,300.29,80.06,2.83,12.68,92.59
2018-12-25,36.07,10.42,183.94,300.13,80.54,2.78,12.64,103.95
2018-12-26,30.41,10.8,184.77,299.95,80.63,2.77,12.58,103.95
2018-12-27,29.96,10.67,183.92,299.68,81.19,2.76,12.64,103.95
2018-12-28,28.34,10.87,184.0,294.6,80.4,2.77,12.54,103.95
2018-12-29,28.34,10.87,184.99,298.03,80.31,2.71,12.61,103.95
2018-12-30,28.34,10.87,185.88,292.86,80.27,2.72,12.6,103.95
2018-12-31,25.42,10.86,184.0,292.0,80.2,2.7,12.6,103.95
2019-01-01,25.42,10.86,182.35,296.4,79.66,2.76,12.63,103.95
2019-01-02,23.22,11.04,183.65,302.0,78.96,2.79,12.69,103.95
2019-01-03,25.45,10.95,184.32,311.09,80.23,2.84,12.62,103.95
2019-01-04,21.38,11.31,184.46,310.12,80.86,2.87,12.58,106.91
2019-01-05,21.38,11.31,183.44,317.76,80.62,2.9,12.6,106.91
2019-01-06,21.38,11.31,185.63,323.15,80.19,2.98,12.52,106.91
2019-01-07,21.4,11.39,183.75,329.13,79.89,3.06,12.64,109.87
2019-01-08,20.47,11.55,185.51,332.77,80.4,3.08,12.66,109.87
2019-01-09,19.98,11.56,185.09,338.15,79.67,3.12,12.57,107.4
2019-01-10,19.5,11.75,184.18,342.21,80.24,3.16,12.57,104.93
2019-01-11,18.19,11.82,186.49,348.25,80.23,3.21,12.62,107.4
2019-01-12,18.19,11.82,183.84,352.43,80.44,3.27,12.57,107.4
2019-01-13,18.19,11.82,185.86,358.92,81.1,3.29,12.6,107.4
2019-01-14,19.07,11.9,186.01,362.55,80.14,3.37,12.73,106.91
2019-01-15,18.6,11.88,184.55,368.72,79.76,3.41,12.58,104.93
2019-01-16,19.04,12.19,186.53,373.2,79.94,3.46,12.58,102.46
2019-01-17,18.06,12.15,185.09,379.97,79.23,3.5,12.56,95.07
2019-01-18,17.8,12.37,185.67,383.32,79.64,3.54,12.65,97.53
2019-01-19,17.8,12.37,185.72,385.89,79.74,3.6,12.59,97.53
2019-01-20,17.8,12.37,185.43,395.4,79.68,3.64,12.56,97.53
2019-01-21,17.8,12.37,186.38,397.31,79.93,3.68,12.68,95.06
2019-01-22,20.8,12.2,186.44,402.76,79.53,3.72,12.69,93.59
2019-01-23,19.52,12.31,184.18,407.92,80.29,3.77,12.56,95.07
2019-01-24,18.89,12.31,187.07,415.87,79.83,3.84,12.48,93.59
2019-01-25,17.42,12.48,184.41,415.83,79.81,3.85,12.66,91.61
2019-01-26,17.42,12.48,186.97,428.6,79.66,3.89,12.56,91.61
2019-01-27,17.42,12.48,187.14,430.64,79.84,3.96,12.65,91.61
2019-01-28,18.87,12.35,185.17,434.5,80.1,4.01,12.48,86.68
2019-01-29,19.13,12.34,185.88,439.18,79.4,4.06,12.66,95.06
2019-01-30,17.66,12.42,185.32,444.75,79.47,4.1,12.52,88.66
2019-01-31,16.57,12.11,186.21,450.17,79.6,4.14,12.65,86.68
2019-02-01,16.14,12.01,186.21,455.43,79.16,4.21,12.6,86.68
2019-02-02,16.14,12.01,187.28,460.38,79.36,4.22,12.54,86.68
2019-02-03,16.14,12.01,187.85,464.78,79.48,4.28,12.57,86.68
2019-02-04,15.73,11.98,188.01,469.43,80.01,4.33,12.64,82.73
2019-02-05,15.57,12.14,186.28,474.58,79.75,4.36,12.61,85.2
2019-02-06,15.38,12.12,186.69,479.59,79.7,4.42,12.64,79.78
2019-02-07,16.37,11.84,185.41,486.61,79.95,4.5,12.72,79.78
2019-02-08,15.72,11.7,186.29,490.9,79.54,4.52,12.5,85.7
2019-02-09,15.72,11.7,188.0,490.82,79.73,4.57,12.7,85.7
2019-02-10,15.72,11.7,188.68,501.15,79.52,4.6,12.61,85.7
2019-02-11,15.97,11.68,186.13,505.55,79.65,4.65,12.54,87.67
2019-02-12,15.43,11.88,186.8,510.32,79.3,4.7,12.52,86.68
2019-02-13,15.65,11.99,187.4,514.85,78.54,4.75,12.59,84.71
2019-02-14,16.22,11.56,187.76,522.14,79.45,4.82,12.66,83.72
2019-02-15,14.91,11.75,186.83,526.96,80.05,4.85,12.59,85.69
2019-02-16,14.91,11.75,188.05,529.53,79.84,4.88,12.7,85.69
2019-02-17,14.91,11.75,187.3,536.33,79.84,4.94,12.51,85.69
2019-02-18,14.91,11.75,187.8,539.39,79.93,4.99,12.6,83.72
2019-02-19,14.88,11.9,188.39,543.87,79.46,5.05,12.52,82.74
2019-02-20,14.02,12.02,187.97,550.05,79.49,5.1,12.62,80.76
2019-02-21,14.46,11.89,187.64,557.3,79.14,5.11,12.66,80.76
2019-02-22,13.51,11.87,188.02,562.51,79.25,5.16,12.57,80.27
2019-02-23,13.51,11.87,188.12,566.95,79.61,5.2,12.44,80.27
2019-02-24,13.51,11.87,187.94,572.34,79.83,5.26,12.61,80.27
2019-02-25,14.85,12.08,188.12,577.11,79.27,5.32,12.63,80.27
2019-02-26,15.17,12.19,189.9,580.5,79.13,5.37,12.63,80.27
2019-02-27,14.7,12.33,189.03,587.14,79.3,5.41,12.68,74.35
2019-02-28,14.78,12.31,188.32,592.76,79.52,5.45,12.53,71.88
2019-03-01,13.57,12.36,189.31,597.77,78.69,5.5,12.64,71.84
2019-03-02,13.57,12.36,188.44,603.48,78.33,5.54,12.68,71.84
2019-03-03,13.57,12.36,189.9,607.86,79.01,5.62,12.49,71.84
2019-03-04,14.63,12.42,189.24,612.41,78.73,5.62,12.62,72.83
2019-03-05,14.74,12.23,188.88,618.54,79.0,5.69,12.57,72.83
2019-03-06,15.74,12.13,189.47,622.02,79.13,5.76,12.59,73.82
2019-03-07,16.59,11.84,187.69,625.85,78.99,5.78,12.62,74.35
2019-03-08,16.05,11.75,188.17,631.97,79.74,5.82,12.57,73.81
2019-03-09,16.05,11.75,188.19,636.2,79.27,5.87,12.56,73.81
2019-03-10,16.05,11.75,189.5,641.38,79.25,5.92,12.6,73.81
2019-03-11,14.33,11.93,191.04,647.23,79.36,5.99,12.53,74.79
2019-03-12,13.77,11.81,191.58,651.37,78.64,5.98,12.53,70.35
2019-03-13,13.41,11.98,190.19,657.15,79.5,6.08,12.64,67.88
2019-03-14,13.5,12.03,190.14,659.91,79.03,6.09,12.53,65.9
2019-03-15,12.88,12.06,188.1,668.07,79.32,6.15,12.64,64.91
2019-03-16,12.88,12.06,189.33,672.84,78.6,6.19,12.63,64.91
2019-03-17,12.88,12.06,189.19,676.72,78.39,6.25,12.49,64.91
2019-03-18,13.1,12.35,189.42,683.95,79.33,6.27,12.56,64.91
2019-03-19,13.56,12.36,189.91,689.44,79.14,6.35,12.68,64.91
2019-03-20,13.91,12.01,189.71,690.8,78.61,6.41,12.54,69.1
2019-03-21,13.63,11.91,188.4,697.11,78.61,6.41,12.57,70.9
2019-03-22,16.48,11.51,190.99,702.18,79.39,6.48,12.63,77.81
2019-03-23,16.48,11.51,189.39,707.01,78.45,6.52,12.65,77.81
2019-03-24,16.48,11.51,190.68,714.67,79.57,6.58,12.58,77.81
2019-03-25,16.33,11.39,192.44,718.25,78.53,6.62,12.56,79.78
2019-03-26,14.68,11.45,189.77,723.22,79.13,6.66,12.69,82.74
2019-03-27,15.15,11.48,188.36,725.76,78.73,6.72,12.71,78.8
2019-03-28,14.43,11.5,190.5,734.69,79.09,6.78,12.66,77.81
2019-03-29,13.71,11.65,191.86,737.04,78.61,6.8,12.61,77.81
2019-03-30,13.71,11.65,192.72,744.01,78.75,6.86,12.55,77.81
2019-03-31,13.71,11.65,191.0,749.0,78.8,6.9,12.6,77.81
2019-04-01,13.4,12.03,191.42,754.4,78.53,6.91,12.63,76.82
2019-04-02,13.36,12.06,192.38,757.01,79.42,6.93,12.51,73.86
2019-04-03,13.74,12.24,191.69,748.28,79.5,7.04,12.65,73.87
2019-04-04,13.58,12.32,189.65,753.78,78.38,6.93,12.52,71.9
2019-04-05,12.82,12.24,192.11,753.73,78.44,7.04,12.63,72.88
2019-04-06,12.82,12.24,190.18,758.96,78.97,7.04,12.63,72.88
2019-04-07,12.82,12.24,190.79,763.15,78.45,7.03,12.55,72.88
2019-04-08,13.18,12.24,191.41,760.1,78.55,7.1,12.63,69.92
2019-04-09,14.28,12.21,193.1,764.14,78.55,7.07,12.61,70.91
2019-04-10,13.3,12.21,194.19,765.9,77.76,7.09,12.56,69.92
2019-04-11,13.02,12.44,191.82,772.5,78.48,7.09,12.52,68.93
2019-04-12,12.01,12.84,191.09,774.05,78.19,7.15,12.46,67.95
2019-04-13,12.01,12.84,191.8,773.15,78.23,7.17,12.61,67.95
2019-04-14,12.01,12.84,192.16,778.59,78.97,7.12,12.49,67.95
2019-04-15,12.32,12.91,191.02,777.94,77.88,7.12,12.59,63.02
2019-04-16,12.18,13.26,193.07,781.04,78.66,7.17,12.57,64.49
2019-04-17,12.6,13.6,191.59,790.39,78.2,7.17,12.62,64.49
2019-04-18,12.09,13.44,191.87,791.21,78.18,7.21,12.56,64.49
2019-04-19,12.09,13.44,192.05,783.39,78.57,7.28,12.56,63.5
2019-04-20,12.09,13.44,191.84,793.43,78.36,7.24,12.62,63.5
2019-04-21,12.09,13.44,192.26,795.42,78.42,7.27,12.6,63.5
2019-04-22,12.42,13.4,190.89,790.15,78.55,7.29,12.6,63.5
2019-04-23,12.28,13.26,190.97,799.58,78.01,7.33,12.6,63.49
2019-04-24,13.14,13.2,190.48,804.34,77.87,7.24,12.48,64.98
2019-04-25,13.25,13.31,191.97,796.44,77.66,7.32,12.62,63.97
2019-04-26,12.73,13.41,192.32,799.28,77.73,7.36,12.61,67.94
2019-04-27,12.73,13.41,192.03,808.59,79.19,7.42,12.51,67.94
2019-04-28,12.73,13.41,193.21,807.86,78.49,7.38,12.55,67.94
2019-04-29,13.11,13.52,191.63,810.98,77.44,7.35,12.57,65.96
2019-04-30,13.12,13.3,192.3,812.25,77.42,7.45,12.56,63.97
2019-05-01,14.8,13.18,190.64,814.51,78.1,7.42,12.59,62.98
2019-05-02,14.42,13.24,191.33,810.14,78.1,7.42,12.66,62.97
2019-05-03,12.87,12.97,192.39,821.1,78.07,7.46,12.63,62.98
2019-05-04,12.87,12.97,192.56,823.62,77.73,7.49,12.48,62.98
2019-05-05,12.87,12.97,191.49,820.45,77.75,7.49,12.6,62.98
2019-05-06,15.44,12.69,191.72,823.21,77.9,7.46,12.64,62.03
2019-05-07,19.32,12.41,190.36,819.71,77.78,7.58,12.58,62.01
2019-05-08,19.4,12.45,191.49,829.43,76.84,7.61,12.63,65.98
2019-05-09,19.1,12.31,192.71,831.71,77.6,7.61,12.68,66.97
2019-05-10,16.04,12.33,192.43,831.4,77.32,7.56,12.62,72.41
2019-05-11,16.04,12.33,192.38,837.91,77.7,7.61,12.57,72.41
2019-05-12,16.04,12.33,191.97,834.52,78.78,7.64,12.62,72.41
2019-05-13,20.55,11.76,191.95,839.95,77.72,7.68,12.56,66.97
2019-05-14,18.06,11.86,191.34,836.08,77.42,7.7,12.55,72.41
2019-05-15,16.44,11.86,192.66,841.88,77.88,7.67,12.53,71.42
2019-05-16,15.29,11.92,192.41,843.38,77.68,7.71,12.65,73.89
2019-05-17,15.96,11.79,192.5,846.94,77.62,7.74,12.5,72.95
2019-05-18,15.96,11.79,191.55,846.78,77.67,7.79,12.64,72.95
2019-05-19,15.96,11.79,190.02,849.74,78.21,7.79,12.58,72.95
2019-05-20,16.31,11.73,193.15,855.39,76.93,7.81,12.46,73.89
2019-05-21,14.95,11.9,191.66,852.73,77.53,7.8,12.57,74.88
2019-05-22,14.75,11.74,191.32,850.41,76.95,7.86,12.41,74.87
2019-05-23,16.92,11.54,192.83,865.05,77.5,7.85,12.58,76.35
2019-05-24,15.85,11.64,191.81,865.73,76.9,7.82,12.6,78.33
2019-05-25,15.85,11.64,193.22,857.79,77.06,7.92,12.5,78.33
2019-05-26,15.85,11.64,192.82,867.28,77.08,7.91,12.55,78.33
2019-05-27,15.85,11.64,192.91,864.87,77.56,7.89,12.66,76.85
2019-05-28,17.5,11.52,190.97,869.81,77.5,7.9,12.5,78.33
2019-05-29,17.9,11.47,193.45,871.99,76.62,7.95,12.47,76.85
2019-05-30,17.3,11.44,192.57,872.08,77.11,7.97,12.63,76.85
2019-05-31,18.71,11.27,191.99,872.09,76.78,7.98,12.66,77.84
2019-06-01,18.71,11.27,192.5,874.5,76.53,8.0,12.53,77.84
2019-06-02,18.71,11.27,190.69,875.72,76.91,8.07,12.59,77.84
2019-06-03,18.86,11.3,192.8,878.1,76.85,8.06,12.61,78.82
2019-06-04,16.97,11.74,191.45,883.03,77.9,8.05,12.48,79.81
2019-06-05,16.09,11.71,191.16,882.67,77.08,8.09,12.5,79.81
2019-06-06,15.93,11.6,191.02,889.97,76.34,8.04,12.6,72.89
2019-06-07,16.3,11.54,193.56,895.05,76.63,8.11,12.63,73.88
2019-06-08,16.3,11.54,191.92,889.38,77.23,8.18,12.56,73.88
2019-06-09,16.3,11.54,194.0,894.51,77.62,8.12,12.47,73.88
2019-06-10,15.94,11.63,192.05,897.55,76.15,8.12,12.65,73.88
2019-06-11,15.99,11.72,190.95,899.51,76.0,8.14,12.49,68.92
2019-06-12,15.91,11.49,191.54,900.1,77.45,8.15,12.5,66.94
2019-06-13,15.82,11.54,193.81,904.66,76.84,8.17,12.54,67.93
2019-06-14,15.28,11.45,192.5,905.75,76.32,8.21,12.62,67.93
2019-06-15,15.28,11.45,192.15,901.38,76.84,8.19,12.57,67.93
2019-06-16,15.28,11.45,192.85,911.33,75.56,8.25,12.54,67.93
2019-06-17,15.35,11.4,193.19,913.47,76.57,8.3,12.54,67.93
2019-06-18,15.15,11.6,193.8,909.35,76.67,8.26,12.52,67.93
2019-06-19,14.33,11.73,194.14,914.42,76.88,8.36,12.55,64.96
2019-06-20,14.75,11.82,192.44,918.9,76.09,8.34,12.35,60.48
2019-06-21,15.4,11.7,191.54,917.62,76.49,8.38,12.49,59.0
2019-06-22,15.4,11.7,192.43,924.49,76.06,8.34,12.52,59.0
2019-06-23,15.4,11.7,193.09,931.39,76.5,8.41,12.44,59.0
2019-06-24,15.26,11.66,191.95,921.66,76.02,8.36,12.53,58.5
2019-06-25,16.28,11.58,191.98,921.5,76.18,8.44,12.49,57.51
2019-06-26,16.21,11.72,193.24,929.87,75.92,8.44,12.61,58.0
2019-06-27,15.82,12.02,192.89,933.5,76.54,8.47,12.6,57.5
2019-06-28,15.08,11.97,192.99,932.0,76.6,8.42,12.47,56.76
2019-06-29,15.08,11.97,192.25,940.38,76.14,8.45,12.49,56.76
2019-06-30,15.08,11.97,193.0,937.0,76.2,8.5,12.5,56.76
2019-07-01,14.06,12.04,193.14,933.87,76.45,8.51,12.5,56.76
2019-07-02,12.93,11.97,192.18,933.21,76.15,8.47,12.47,56.76
2019-07-03,12.57,12.1,191.78,939.08,76.36,8.49,12.49,52.54
2019-07-04,12.57,12.1,193.43,929.39,75.81,8.44,12.49,51.53
2019-07-05,13.28,12.25,193.39,934.99,76.29,8.46,12.39,51.53
2019-07-06,13.28,12.25,191.96,939.05,75.13,8.49,12.59,51.53
2019-07-07,13.28,12.25,193.56,930.33,76.2,8.47,12.49,51.53
2019-07-08,13.96,12.03,192.04,928.77,75.67,8.43,12.52,52.52
2019-07-09,14.09,11.94,192.85,930.44,76.76,8.46,12.55,53.0
2019-07-10,13.03,12.01,193.36,936.44,76.6,8.48,12.43,53.0
2019-07-11,12.93,12.2,192.49,931.21,76.5,8.35,12.52,53.02
2019-07-12,12.39,12.31,192.92,927.21,76.91,8.48,12.47,52.0
2019-07-13,12.39,12.31,191.94,931.35,75.98,8.42,12.54,52.0
2019-07-14,12.39,12.31,192.2,923.31,77.02,8.44,12.35,52.0
2019-07-15,12.68,12.27,192.15,931.06,76.72,8.47,12.48,49.02
2019-07-16,12.86,12.37,191.58,929.18,76.28,8.35,12.44,49.02
2019-07-17,13.97,12.32,192.09,925.21,76.82,8.38,12.51,48.52
2019-07-18,13.53,12.43,190.72,922.11,75.97,8.39,12.51,50.52
2019-07-19,14.45,12.24,191.7,921.28,76.09,8.36,12.44,52.05
2019-07-20,14.45,12.24,191.86,927.33,76.19,8.47,12.43,52.05
2019-07-21,14.45,12.24,191.84,929.98,76.23,8.35,12.47,52.05
2019-07-22,13.53,12.31,191.81,920.62,76.04,8.36,12.42,50.52
2019-07-23,12.61,12.61,191.94,925.15,76.92,8.38,12.53,51.02
2019-07-24,12.07,12.48,192.42,912.61,76.36,8.32,12.45,48.03
2019-07-25,12.74,12.13,192.76,919.04,76.61,8.35,12.29,46.03
2019-07-26,12.16,12.05,191.24,921.03,76.27,8.37,12.45,46.06
2019-07-27,12.16,12.05,190.66,916.3,75.8,8.34,12.41,46.06
2019-07-28,12.16,12.05,190.78,915.57,76.61,8.34,12.37,46.06
2019-07-29,12.83,12.0,191.27,916.22,75.79,8.32,12.39,47.52
2019-07-30,13.94,11.93,191.36,920.11,76.5,8.27,12.47,49.02
2019-07-31,16.12,12.07,190.91,917.25,76.02,8.35,12.55,51.01
2019-08-01,17.87,11.83,190.36,907.04,77.3,8.4,12.48,51.02
2019-08-02,17.61,11.74,191.13,906.98,76.91,8.32,12.43,51.02
2019-08-03,17.61,11.74,191.7,913.46,76.61,8.32,12.49,51.02
2019-08-04,17.61,11.74,192.05,917.84,77.06,8.34,12.43,51.02
2019-08-05,24.59,11.37,190.9,902.21,76.27,8.25,12.42,53.01
2019-08-06,20.17,11.5,190.99,912.14,76.81,8.37,12.39,56.98
2019-08-07,19.49,11.43,190.45,911.4,76.69,8.3,12.35,51.02
2019-08-08,16.91,11.58,191.27,919.77,76.72,8.36,12.43,53.49
2019-08-09,17.97,11.58,190.44,910.85,77.12,8.25,12.47,54.0
2019-08-10,17.97,11.58,191.77,913.84,76.92,8.35,12.45,54.0
2019-08-11,17.97,11.58,189.45,912.1,76.77,8.3,12.43,54.0
2019-08-12,21.09,11.29,190.78,900.84,76.04,8.29,12.39,56.98
2019-08-13,17.52,11.39,191.38,913.82,76.31,8.27,12.49,57.48
2019-08-14,22.1,10.96,191.22,910.62,76.64,8.24,12.37,55.99
2019-08-15,21.18,11.0,193.6,911.38,76.74,8.3,12.5,56.99
2019-08-16,18.47,11.27,191.29,926.79,76.28,8.25,12.39,56.02
2019-08-17,18.47,11.27,189.94,898.02,77.64,8.16,12.4,56.02
2019-08-18,18.47,11.27,190.78,915.25,77.31,8.19,12.36,56.02
2019-08-19,16.88,11.39,189.11,905.22,76.97,8.22,12.41,56.02
2019-08-20,17.5,11.28,190.7,907.3,76.78,8.24,12.51,56.02
2019-08-21,15.8,11.34,189.94,905.13,76.68,8.21,12.48,52.01
2019-08-22,16.68,11.48,191.58,902.75,76.41,8.26,12.5,50.01
2019-08-23,19.87,11.29,190.12,901.46,76.82,8.12,12.47,50.01
2019-08-24,19.87,11.29,190.5,905.07,76.9,8.21,12.37,50.01
2019-08-25,19.87,11.29,189.95,895.81,76.34,8.12,12.42,50.01
2019-08-26,19.32,11.41,192.2,905.82,76.95,8.22,12.39,52.04
2019-08-27,20.31,11.31,190.17,899.75,76.77,8.18,12.52,52.01
2019-08-28,19.35,11.35,192.2,895.79,76.11,8.2,12.36,49.03
2019-08-29,17.88,11.53,191.18,898.37,76.52,8.14,12.49,49.03
2019-08-30,18.98,11.68,190.81,905.76,76.71,8.22,12.49,48.04
2019-08-31,18.98,11.68,190.66,896.75,77.59,8.21,12.55,48.04
2019-09-01,18.98,11.68,190.64,900.33,77.1,8.18,12.41,48.04
2019-09-02,18.98,11.68,188.36,894.62,76.39,8.15,12.47,49.02
2019-09-03,19.66,11.63,189.9,900.99,77.09,8.17,12.57,49.03
2019-09-04,17.33,11.84,190.95,900.04,76.33,8.11,12.39,51.02
2019-09-05,16.27,12.16,190.04,904.88,77.34,8.17,12.33,50.02
2019-09-06,15.0,12.23,188.69,894.79,76.76,8.2,12.31,48.53
2019-09-07,15.0,12.23,189.95,898.13,76.91,8.17,12.47,48.53
2019-09-08,15.0,12.23,191.6,894.85,77.47,8.09,12.31,48.53
2019-09-09,15.27,12.59,191.12,899.85,76.48,8.13,12.4,48.0
2019-09-10,15.2,12.9,189.81,889.81,76.45,8.05,12.45,48.02
2019-09-11,14.61,13.04,190.74,896.06,76.77,8.13,12.43,48.01
2019-09-12,14.22,12.98,189.43,891.04,77.4,8.12,12.45,47.0
2019-09-13,13.74,13.12,188.09,891.05,76.44,8.01,12.43,43.95
2019-09-14,13.74,13.12,188.8,891.17,75.95,8.04,12.5,43.95
2019-09-15,13.74,13.12,191.16,891.31,76.87,8.07,12.36,43.95
2019-09-16,14.67,12.95,189.34,888.98,77.26,8.06,12.37,44.0
2019-09-17,14.44,12.78,189.33,889.92,77.52,8.02,12.37,45.04
2019-09-18,13.95,12.78,189.23,895.7,76.89,8.08,12.46,46.02
2019-09-19,14.05,12.86,191.32,892.31,76.92,8.07,12.47,46.02
2019-09-20,15.32,12.82,191.0,891.16,77.53,8.05,12.44,50.48
2019-09-21,15.32,12.82,191.53,884.34,76.39,8.02,12.48,50.48
2019-09-22,15.32,12.82,189.19,881.7,76.97,8.09,12.34,50.48
2019-09-23,14.91,12.59,189.59,889.74,77.2,8.11,12.51,50.06
2019-09-24,17.05,12.4,187.8,888.76,77.31,8.01,12.5,51.07
2019-09-25,15.96,12.24,190.64,890.94,76.95,8.0,12.45,52.07
2019-09-26,16.07,12.19,188.05,880.61,77.17,8.04,12.52,53.04
2019-09-27,17.22,12.16,189.34,881.75,76.22,8.0,12.3,53.05
2019-09-28,17.22,12.16,188.03,874.54,76.93,8.0,12.37,53.05
2019-09-29,17.22,12.16,188.48,879.77,77.36,8.04,12.36,53.05
2019-09-30,16.24,12.21,189.0,881.0,77.2,8.0,12.4,52.54
2019-10-01,18.56,11.88,189.81,879.09,77.26,8.04,12.31,52.06
2019-10-02,20.56,11.59,190.49,882.2,77.13,7.97,12.48,52.07
2019-10-03,19.12,11.49,189.95,879.82,78.02,7.99,12.48,53.05
2019-10-04,17.04,11.55,189.66,875.41,76.97,7.98,12.35,54.54
2019-10-05,17.04,11.55,188.56,884.37,77.09,7.96,12.48,54.54
2019-10-06,17.04,11.55,188.79,889.33,78.02,7.92,12.44,54.54
2019-10-07,17.86,11.48,190.87,879.66,76.94,7.98,12.41,54.05
2019-10-08,20.28,11.43,190.52,874.5,77.06,7.96,12.38,54.53
2019-10-09,18.64,11.42,189.84,871.34,77.22,7.98,12.38,55.03
2019-10-10,17.57,11.62,189.58,878.98,77.61,7.94,12.56,54.53
2019-10-11,15.58,11.94,188.16,882.4,77.38,8.0,12.44,53.52
2019-10-12,15.58,11.94,189.16,879.31,76.81,7.91,12.49,53.52
2019-10-13,15.58,11.94,192.08,876.89,77.11,8.01,12.39,53.52
2019-10-14,14.57,11.98,189.16,873.99,77.09,7.87,12.4,52.03
2019-10-15,13.54,12.19,190.65,871.46,77.3,7.95,12.52,52.04
2019-10-16,13.68,12.32,191.52,879.63,77.5,7.95,12.37,49.51
2019-10-17,13.79,12.29,189.48,879.67,77.51,7.89,12.43,48.56
2019-10-18,14.25,12.33,190.94,868.52,76.67,7.94,12.46,49.07
2019-10-19,14.25,12.33,191.75,882.01,77.78,7.97,12.47,49.07
2019-10-20,14.25,12.33,190.97,877.22,77.47,7.82,12.45,49.07
2019-10-21,14.0,12.49,193.76,880.55,77.92,7.93,12.49,48.06
2019-10-22,14.46,12.47,189.58,868.15,77.56,7.8,12.51,46.57
2019-10-23,14.01,12.6,192.25,867.73,77.83,7.86,12.52,49.58
2019-10-24,13.71,12.5,191.18,872.78,77.59,7.96,12.42,51.05
2019-10-25,12.65,12.57,192.18,875.33,77.94,7.87,12.46,51.05
2019-10-26,12.65,12.57,191.96,880.72,77.63,7.84,12.56,51.05
2019-10-27,12.65,12.57,190.95,875.6,77.4,7.87,12.54,51.05
2019-10-28,13.11,12.69,191.96,871.1,78.32,7.96,12.41,50.55
2019-10-29,13.2,12.71,190.08,867.34,77.8,7.8,12.52,51.05
2019-10-30,12.33,12.53,192.5,876.96,77.68,7.83,12.38,51.55
2019-10-31,13.22,12.38,192.31,866.98,76.98,7.93,12.5,52.06
2019-11-01,12.3,12.62,192.73,878.09,76.98,7.94,12.62,51.56
2019-11-02,12.3,12.62,193.23,869.35,77.6,7.85,12.45,51.56
2019-11-03,12.3,12.62,192.67,877.29,77.55,7.8,12.46,51.56
2019-11-04,12.83,13.07,192.56,872.96,77.27,7.93,12.56,51.55
2019-11-05,13.1,13.04,191.69,869.05,77.57,7.91,12.42,50.06
2019-11-06,12.62,12.98,191.95,867.05,78.13,7.87,12.48,49.56
2019-11-07,12.73,13.13,193.84,867.52,77.8,7.8,12.56,51.07
2019-11-08,12.07,13.06,194.17,870.59,77.1,7.83,12.49,50.04
2019-11-09,12.07,13.06,192.69,868.73,77.5,7.82,12.52,50.04
2019-11-10,12.07,13.06,193.05,865.46,77.25,7.83,12.58,50.04
2019-11-11,12.69,13.09,192.25,867.03,77.42,7.88,12.56,51.06
2019-11-12,12.68,13.04,194.31,867.79,77.41,7.85,12.56,51.56
2019-11-13,13.0,12.85,193.93,857.75,77.4,7.77,12.52,50.08
2019-11-14,13.05,12.85,195.24,868.83,77.11,7.86,12.57,52.06
2019-11-15,12.05,13.02,192.67,862.18,77.55,7.81,12.54,52.06
2019-11-16,12.05,13.02,193.24,861.1,77.39,7.82,12.58,52.06
2019-11-17,12.05,13.02,193.91,858.44,76.49,7.85,12.53,52.06
2019-11-18,12.46,13.01,194.4,857.65,78.42,7.74,12.55,51.06
2019-11-19,12.86,13.05,193.69,859.27,78.06,7.78,12.5,51.05
2019-11-20,12.78,13.01,193.16,861.8,77.5,7.76,12.56,54.56
2019-11-21,13.13,13.15,194.92,873.21,77.66,7.71,12.52,54.54
2019-11-22,12.34,13.27,194.87,861.98,77.21,7.78,12.5,54.03
2019-11-23,12.34,13.27,193.42,864.76,78.32,7.87,12.59,54.03
2019-11-24,12.34,13.27,195.66,865.43,78.41,7.69,12.59,54.03
2019-11-25,11.87,13.33,195.58,863.93,77.75,7.76,12.63,53.54
2019-11-26,11.54,13.27,194.7,862.69,78.09,7.78,12.56,52.53
2019-11-27,11.75,13.29,194.75,857.45,77.77,7.75,12.61,49.03
2019-11-28,11.75,13.29,195.3,868.79,77.2,7.74,12.63,46.56
2019-11-29,12.62,13.09,194.06,870.05,77.56,7.69,12.62,46.53
2019-11-30,12.62,13.09,195.0,854.36,77.78,7.74,12.55,46.53
2019-12-01,12.62,13.09,193.03,856.95,77.56,7.7,12.61,46.53
2019-12-02,14.91,13.11,195.99,859.91,77.66,7.64,12.63,46.52
2019-12-03,15.96,12.83,193.79,856.58,77.72,7.77,12.61,47.03
2019-12-04,14.8,12.94,196.78,862.74,77.73,7.76,12.48,48.02
2019-12-05,14.52,12.99,195.14,856.99,77.79,7.72,12.63,46.52
2019-12-06,13.62,13.08,195.35,869.42,77.37,7.72,12.76,47.03
2019-12-07,13.62,13.08,195.06,864.81,77.51,7.75,12.6,47.03
2019-12-08,13.62,13.08,195.48,860.19,77.3,7.71,12.58,47.03
2019-12-09,15.86,13.12,197.19,863.46,78.19,7.73,12.65,46.26
2019-12-10,15.68,13.06,193.59,863.49,77.0,7.68,12.65,46.02
2019-12-11,14.99,12.95,197.25,855.82,78.27,7.74,12.71,45.03
2019-12-12,13.94,13.31,196.46,854.39,78.37,7.7,12.56,45.53
2019-12-13,12.63,13.34,195.1,858.02,77.73,7.69,12.69,44.98
2019-12-14,12.63,13.34,195.32,861.15,76.85,7.62,12.68,44.98
